created_at,product_id,merchant_id,total_volume_sold,price,_meta
2024-10-06 00:00:00,321919619390,28053737,5394,119000,"{""created_at"": ""2024-10-06T09:36:44"", xxxxx1@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/28053737"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 208594}"
2024-10-06 00:00:00,429956541103,28053737,240,129000,"{""created_at"": ""2024-10-06T09:36:44"", xxxxx1@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/28053737"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 208594}"
2024-10-06 00:00:00,1732265115,28053737,3559,219000,"{""created_at"": ""2024-10-06T09:36:44"", xxxxx4@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/28053737"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 208594}"
2024-10-06 00:00:00,7418104797,28053737,14712,169000,"{""created_at"": ""2024-10-06T09:36:44"", xxxxx3@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/28053737"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 208594}"
2024-10-06 00:00:00,327301553782,28053737,26,299000,"{""created_at"": ""2024-10-06T09:36:44"", xxxxx2@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/28053737"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 208594}"
2024-10-06 00:00:00,4418104804,28053737,4245,169000,"{""created_at"": ""2024-10-06T09:36:44"", xxxxx3@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/28053737"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 208594}"
2024-10-06 00:00:00,321051950627,31928548,7683,32500,"{""created_at"": ""2024-10-06T10:26:19"", xxxxx3@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/31928548"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 209141}"
2024-10-06 00:00:00,85417160022,31928548,462,18500,"{""created_at"": ""2024-10-06T10:26:19"", xxxxx0@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/31928548"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 209141}"
2024-10-06 00:00:00,315878451600,31928548,488,38000,"{""created_at"": ""2024-10-06T10:26:19"", xxxxx1@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/31928548"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 209141}"
2024-10-06 00:00:00,420351950448,31928548,14302,17500,"{""created_at"": ""2024-10-06T10:26:19"", xxxxx4@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/31928548"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 209141}"
2024-10-06 00:00:00,37061612318,31928548,6775,19500,"{""created_at"": ""2024-10-06T10:26:19"", xxxxx2@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/31928548"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 209141}"
2024-10-06 00:00:00,324278403527,31928548,1744,43000,"{""created_at"": ""2024-10-06T10:26:19"", xxxxx0@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/31928548"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 209141}"
2024-10-06 00:00:00,122057050163,31928548,85,20000,"{""created_at"": ""2024-10-06T10:26:19"", xxxxx1@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/31928548"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 209141}"
2024-10-06 00:00:00,3446434960,31928548,454,16000,"{""created_at"": ""2024-10-06T10:26:19"", xxxxx4@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/31928548"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 209141}"
2024-10-06 00:00:00,623735479913,31928548,2683,14500,"{""created_at"": ""2024-10-06T10:26:19"", xxxxx2@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/31928548"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 209141}"
2024-10-06 00:00:00,87516874152,31928548,71,10000,"{""created_at"": ""2024-10-06T10:26:19"", xxxxx3@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/31928548"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 209141}"
2024-10-06 00:00:00,718681041702,31928548,7064,42000,"{""created_at"": ""2024-10-06T10:26:19"", xxxxx2@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/31928548"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 209141}"
2024-10-06 00:00:00,16133008484,31928548,657,5000,"{""created_at"": ""2024-10-06T10:26:19"", xxxxx3@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/31928548"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 209141}"
2024-10-06 00:00:00,124117215970,31928548,372,13000,"{""created_at"": ""2024-10-06T10:26:19"", xxxxx1@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/31928548"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 209141}"
2024-10-06 00:00:00,45161596712,31928548,5567,19500,"{""created_at"": ""2024-10-06T10:26:19"", xxxxx2@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/31928548"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 209141}"
2024-10-06 00:00:00,2446447193,31928548,407,10000,"{""created_at"": ""2024-10-06T10:26:19"", xxxxx3@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/31928548"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 209141}"
2024-10-06 00:00:00,323324424297,31928548,597,10000,"{""created_at"": ""2024-10-06T10:26:19"", xxxxx4@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/31928548"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 209141}"
2024-10-06 00:00:00,323124432835,31928548,183,10000,"{""created_at"": ""2024-10-06T10:26:19"", xxxxx4@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/31928548"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 209141}"
2024-10-06 00:00:00,814153178766,31928548,8016,20000,"{""created_at"": ""2024-10-06T10:26:19"", xxxxx0@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/31928548"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 209141}"
2024-10-06 00:00:00,623661361290,31928548,854,7300,"{""created_at"": ""2024-10-06T10:26:19"", xxxxx2@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/31928548"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 209141}"
2024-10-06 00:00:00,66969387075,31928548,108310,27900,"{""created_at"": ""2024-10-06T10:26:19"", xxxxx2@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/31928548"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 209141}"
2024-10-06 00:00:00,216056460901,31928548,13454,28900,"{""created_at"": ""2024-10-06T10:26:19"", xxxxx1@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/31928548"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 209141}"
2024-10-06 00:00:00,226954384158,31928548,3075,39000,"{""created_at"": ""2024-10-06T10:26:19"", xxxxx3@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/31928548"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 209141}"
2024-10-06 00:00:00,420975908526,31928548,6938,17000,"{""created_at"": ""2024-10-06T10:26:19"", xxxxx1@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/31928548"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 209141}"
2024-10-06 00:00:00,723754200190,31928548,3760,28000,"{""created_at"": ""2024-10-06T10:26:19"", xxxxx3@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/31928548"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 209141}"
2024-10-06 00:00:00,223679692282,31928548,2320,37000,"{""created_at"": ""2024-10-06T10:26:19"", xxxxx5@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/31928548"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 209141}"
2024-10-06 00:00:00,426004554847,31928548,5955,58000,"{""created_at"": ""2024-10-06T10:26:19"", xxxxx5@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/31928548"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 209141}"
2024-10-06 00:00:00,510738422269,31928548,1222,36000,"{""created_at"": ""2024-10-06T10:26:19"", xxxxx3@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/31928548"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 209141}"
2024-10-06 00:00:00,65440675107,23715545,6956,4800,"{""created_at"": ""2024-10-06T14:40:41"", xxxxx3@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/23715545"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 211445}"
2024-10-06 00:00:00,73462879847,23715545,47211,55350,"{""created_at"": ""2024-10-06T14:40:41"", xxxxx1@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/23715545"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 211445}"
2024-10-06 00:00:00,37637353783,23715545,9218,28000,"{""created_at"": ""2024-10-06T14:40:41"", xxxxx2@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/23715545"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 211445}"
2024-10-06 00:00:00,74036695804,23715545,86430,32500,"{""created_at"": ""2024-10-06T14:40:41"", xxxxx3@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/23715545"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 211445}"
2024-10-06 00:00:00,623645301206,23715545,4636,4900,"{""created_at"": ""2024-10-06T14:40:41"", xxxxx5@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/23715545"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 211445}"
2024-10-06 00:00:00,19218455565,23715545,10938,99000,"{""created_at"": ""2024-10-06T14:40:41"", xxxxx5@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/23715545"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 211445}"
2024-10-06 00:00:00,211700573459,23715545,177,130000,"{""created_at"": ""2024-10-06T14:40:41"", xxxxx1@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/23715545"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 211445}"
2024-10-06 00:00:00,16982159029,23715545,3548,5500,"{""created_at"": ""2024-10-06T14:40:41"", xxxxx5@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/23715545"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 211445}"
2024-10-06 00:00:00,222397060818,23715545,132,99800,"{""created_at"": ""2024-10-06T14:40:41"", xxxxx3@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/23715545"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 211445}"
2024-10-06 00:00:00,73183158993,23715545,614,341,"{""created_at"": ""2024-10-06T14:40:41"", xxxxx2@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/23715545"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 211445}"
2024-10-06 00:00:00,625031745822,23715545,449,15000,"{""created_at"": ""2024-10-06T14:40:41"", xxxxx4@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/23715545"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 211445}"
2024-10-06 00:00:00,621378059339,23715545,2430,26000,"{""created_at"": ""2024-10-06T14:40:41"", xxxxx2@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/23715545"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 211445}"
2024-10-06 00:00:00,37105642441,39943822,6296,12500,"{""created_at"": ""2024-10-06T14:46:10"", xxxxx4@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/39943822"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 211649}"
2024-10-06 00:00:00,418249915156,39943822,11087,29400,"{""created_at"": ""2024-10-06T14:46:10"", xxxxx2@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/39943822"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 211649}"
2024-10-06 00:00:00,520173963838,39943822,1814,11000,"{""created_at"": ""2024-10-06T14:46:10"", xxxxx2@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/39943822"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 211649}"
2024-10-06 00:00:00,16095410848,27015581,56,23900,"{""created_at"": ""2024-10-06T20:55:27"", xxxxx4@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/27015581"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 218753}"
2024-10-06 00:00:00,76939045348,27015581,766,14900,"{""created_at"": ""2024-10-06T20:55:27"", xxxxx5@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/27015581"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 218753}"
2024-10-06 00:00:00,714498211081,27015581,62,126500,"{""created_at"": ""2024-10-06T20:55:27"", xxxxx5@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/27015581"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 218753}"
2024-10-06 00:00:00,72333311636,27015581,98,35900,"{""created_at"": ""2024-10-06T20:55:27"", xxxxx1@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/27015581"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 218753}"
2024-10-06 00:00:00,86439209396,27015581,2107,24900,"{""created_at"": ""2024-10-06T20:55:27"", xxxxx1@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/27015581"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 218753}"
2024-10-06 00:00:00,36552860809,27015581,218,35000,"{""created_at"": ""2024-10-06T20:55:27"", xxxxx1@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/27015581"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 218753}"
2024-10-06 00:00:00,68727814772,27015581,26,37900,"{""created_at"": ""2024-10-06T20:55:27"", xxxxx4@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/27015581"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 218753}"
2024-10-06 00:00:00,24339042131,27015581,434,18900,"{""created_at"": ""2024-10-06T20:55:27"", xxxxx1@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/27015581"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 218753}"
2024-10-06 00:00:00,1553193155,27015581,2022,12000,"{""created_at"": ""2024-10-06T20:55:27"", xxxxx5@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/27015581"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 218753}"
2024-10-06 00:00:00,67839065947,27015581,131,37900,"{""created_at"": ""2024-10-06T20:55:27"", xxxxx3@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/27015581"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 218753}"
2024-10-06 00:00:00,54681340167,27015581,2970,37900,"{""created_at"": ""2024-10-06T20:55:27"", xxxxx4@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/27015581"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 218753}"
2024-10-06 00:00:00,66044116623,27015581,36,71500,"{""created_at"": ""2024-10-06T20:55:27"", xxxxx1@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/27015581"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 218753}"
2024-10-06 00:00:00,66353005606,27015581,291,32500,"{""created_at"": ""2024-10-06T20:55:27"", xxxxx2@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/27015581"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 218753}"
2024-10-06 00:00:00,622856492451,27015581,52,94900,"{""created_at"": ""2024-10-06T20:55:27"", xxxxx3@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/27015581"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 218753}"
2024-10-06 00:00:00,425564824582,27015581,154,58900,"{""created_at"": ""2024-10-06T20:55:27"", xxxxx1@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/27015581"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 218753}"
2024-10-06 00:00:00,76438724912,27015581,1912,10900,"{""created_at"": ""2024-10-06T20:55:27"", xxxxx2@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/27015581"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 218753}"
2024-10-06 00:00:00,41500038486,27015581,313,10900,"{""created_at"": ""2024-10-06T20:55:27"", xxxxx4@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/27015581"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 218753}"
2024-10-06 00:00:00,1973364943,27015581,999,10900,"{""created_at"": ""2024-10-06T20:55:27"", xxxxx2@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/27015581"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 218753}"
2024-10-06 00:00:00,625366206845,27015581,117,126500,"{""created_at"": ""2024-10-06T20:55:27"", xxxxx2@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/27015581"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 218753}"
2024-10-06 00:00:00,23726684854,25723746,149,37000,"{""created_at"": ""2024-10-06T21:04:04"", xxxxx5@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/25723746"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 219063}"
2024-10-06 00:00:00,621074145382,25723746,106,56200,"{""created_at"": ""2024-10-06T21:04:04"", xxxxx2@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/25723746"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 219063}"
2024-10-06 00:00:00,423325755160,25723746,106,150900,"{""created_at"": ""2024-10-06T21:04:04"", xxxxx5@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/25723746"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 219063}"
2024-10-06 00:00:00,622926416251,25723746,111,60500,"{""created_at"": ""2024-10-06T21:04:04"", xxxxx5@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/25723746"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 219063}"
2024-10-06 00:00:00,418290501901,28696520,1270,49900,"{""created_at"": ""2024-10-06T21:18:02"", xxxxx1@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/28696520"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 219576}"
2024-10-06 00:00:00,120735300954,28696520,189,35000,"{""created_at"": ""2024-10-06T21:18:02"", xxxxx5@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/28696520"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 219576}"
2024-10-06 00:00:00,327307033487,28696520,9,23500,"{""created_at"": ""2024-10-06T21:18:02"", xxxxx1@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/28696520"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 219576}"
2024-10-06 00:00:00,520293518978,28696520,1479,31900,"{""created_at"": ""2024-10-06T21:18:02"", xxxxx1@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/28696520"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 219576}"
2024-10-06 00:00:00,723875672424,28696520,790,24300,"{""created_at"": ""2024-10-06T21:18:02"", xxxxx4@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/28696520"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 219576}"
2024-10-06 00:00:00,922050178671,28696520,119,6900,"{""created_at"": ""2024-10-06T21:18:02"", xxxxx4@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/28696520"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 219576}"
2024-10-06 00:00:00,310115902895,28696520,1233,18500,"{""created_at"": ""2024-10-06T21:18:02"", xxxxx4@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/28696520"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 219576}"
2024-10-06 00:00:00,218638250193,28696520,646,27000,"{""created_at"": ""2024-10-06T21:18:02"", xxxxx2@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/28696520"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 219576}"
2024-10-06 00:00:00,123533769458,28696520,492,1500,"{""created_at"": ""2024-10-06T21:18:02"", xxxxx1@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/28696520"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 219576}"
2024-10-06 00:00:00,524461930962,28696520,712,22900,"{""created_at"": ""2024-10-06T21:18:02"", xxxxx2@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/28696520"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 219576}"
2024-10-06 00:00:00,823025193970,28696520,1867,119900,"{""created_at"": ""2024-10-06T21:18:02"", xxxxx1@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/28696520"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 219576}"
2024-10-06 00:00:00,622076221248,28696520,864,21800,"{""created_at"": ""2024-10-06T21:18:02"", xxxxx1@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/28696520"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 219576}"
2024-10-06 00:00:00,621847491050,28696520,537,39999,"{""created_at"": ""2024-10-06T21:18:02"", xxxxx4@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/28696520"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 219576}"
2024-10-06 00:00:00,318691938928,28696520,280,150000,"{""created_at"": ""2024-10-06T21:18:02"", xxxxx1@gmail.com"", ""page_url"": ""https://shopee.co.id/shop/28696520"", ""api_url"": ""/api/v4/shop/rcmd_items"", ""method"": ""Merchant"", ""id"": 219576}"
